,Acc X__sum_values,Acc X__median,Acc X__mean,Acc X__length,Acc X__standard_deviation,Acc X__variance,Acc X__root_mean_square,Acc X__maximum,Acc X__absolute_maximum,Acc X__minimum,Acc Y__sum_values,Acc Y__median,Acc Y__mean,Acc Y__length,Acc Y__standard_deviation,Acc Y__variance,Acc Y__root_mean_square,Acc Y__maximum,Acc Y__absolute_maximum,Acc Y__minimum,Acc Z__sum_values,Acc Z__median,Acc Z__mean,Acc Z__length,Acc Z__standard_deviation,Acc Z__variance,Acc Z__root_mean_square,Acc Z__maximum,Acc Z__absolute_maximum,Acc Z__minimum,Gyro X__sum_values,Gyro X__median,Gyro X__mean,Gyro X__length,Gyro X__standard_deviation,Gyro X__variance,Gyro X__root_mean_square,Gyro X__maximum,Gyro X__absolute_maximum,Gyro X__minimum,Gyro Y__sum_values,Gyro Y__median,Gyro Y__mean,Gyro Y__length,Gyro Y__standard_deviation,Gyro Y__variance,Gyro Y__root_mean_square,Gyro Y__maximum,Gyro Y__absolute_maximum,Gyro Y__minimum,Gyro Z__sum_values,Gyro Z__median,Gyro Z__mean,Gyro Z__length,Gyro Z__standard_deviation,Gyro Z__variance,Gyro Z__root_mean_square,Gyro Z__maximum,Gyro Z__absolute_maximum,Gyro Z__minimum
11,11284.0,7.0,5.6448224112056025,1999.0,67.38963268376378,4541.362593252604,67.62563577007357,417.0,417.0,-347.0,-522804.0,-260.0,-261.5327663831916,1999.0,128.365695097015,16477.75167773982,291.3368146489298,113.0,807.0,-807.0,-92560.0,-44.0,-46.30315157578789,1999.0,45.48350821817126,2068.7495198324523,64.90555727888669,193.0,297.0,-297.0,-98124.0,-48.0,-49.08654327163582,1999.0,372.1113414547138,138466.8504392266,375.3349692868822,1850.0,1940.0,-1940.0,92531.0,12.0,46.28864432216108,1999.0,409.634623156243,167800.52448835722,412.2416319120872,1889.0,1889.0,-1333.0,-13713.0,-4.0,-6.859929964982491,1999.0,270.75967164644396,73310.79979009015,270.84655882845294,1260.0,1459.0,-1459.0
12,3283.0,2.0,1.64232116058029,1999.0,64.03153636013451,4100.037648639227,64.0525945409998,416.0,416.0,-331.0,-522577.0,-260.0,-261.4192096048024,1999.0,129.54225931969233,16781.196949650413,291.75537715704576,163.0,865.0,-865.0,-98954.0,-46.0,-49.50175087543772,1999.0,44.33996942240892,1966.0328883801578,66.45642352785814,148.0,338.0,-338.0,-97209.0,-52.0,-48.6288144072036,1999.0,374.78499461189506,140463.7921862382,377.92665131859707,1753.0,2171.0,-2171.0,37712.0,14.0,18.86543271635818,1999.0,387.11159255858894,149855.38509324696,387.5710123897586,1932.0,1932.0,-1527.0,-11403.0,-5.0,-5.704352176088044,1999.0,239.536408467604,57377.69098155882,239.60432094456823,1333.0,1333.0,-1116.0
13,11241.0,3.0,5.623311655827914,1999.0,74.17265984561094,5501.583468572706,74.3855167525996,496.0,496.0,-420.0,-522980.0,-260.0,-261.6208104052026,1999.0,129.43771996144702,16754.12334881798,291.88965686692796,147.0,992.0,-992.0,-95254.0,-38.0,-47.650825412706354,1999.0,45.80718597788606,2098.298287212641,66.09765086389123,141.0,363.0,-363.0,-61387.0,-45.0,-30.708854427213605,1999.0,440.4958383099919,194036.58356842253,441.5649638599674,2607.0,3860.0,-3860.0,423057.0,51.0,211.63431715857928,1999.0,628.6674862334182,395222.80824704503,663.3339222791362,2338.0,2338.0,-1809.0,-3030.0,-3.0,-1.5157578789394697,1999.0,289.71130621238626,83932.64094728704,289.7152713773208,1994.0,1994.0,-1333.0
14,7519.0,1.0,3.7613806903451725,1999.0,75.91571765707245,5763.196187388341,76.00884272297561,491.0,491.0,-382.0,-522846.0,-260.0,-261.55377688844425,1999.0,142.5068878722631,20308.213091037767,297.85666233214897,172.0,949.0,-949.0,-97600.0,-50.0,-48.82441220610305,1999.0,52.29802315532728,2735.0832259551485,71.5465334815504,209.0,359.0,-359.0,-99993.0,-48.0,-50.02151075537769,1999.0,492.8159289302878,242867.53980742246,495.34805071350877,2471.0,2471.0,-2158.0,22185.0,15.0,11.098049024512257,1999.0,463.9020855349515,215205.14496367742,464.0348172883452,2081.0,2081.0,-1731.0,-4446.0,-6.0,-2.224112056028014,1999.0,289.34770924844577,83722.09684732312,289.35625709799484,1391.0,1706.0,-1706.0
15,4319.0,3.0,2.1605802901450724,1999.0,6.355857560242737,40.39692532609476,6.71304942006672,18.0,18.0,-17.0,-514347.0,-256.0,-257.3021510755378,1999.0,8.317652436006851,69.1833420462107,257.43655585434067,-225.0,292.0,-292.0,-25002.0,-13.0,-12.507253626813407,1999.0,45.93399382053947,2109.931788305358,47.60633551945366,48.0,112.0,-112.0,-102117.0,-44.0,-51.084042021010504,1999.0,250.77917385119716,62890.194037488975,255.9292351152821,560.0,906.0,-906.0,48940.0,18.0,24.482241120560282,1999.0,49.18178508118403,2418.847983771776,54.93840290777507,200.0,200.0,-165.0,-10990.0,-6.0,-5.497748874437218,1999.0,30.1751908197027,910.5421410054701,30.671931528546516,116.0,116.0,-115.0
16,9644.0,6.0,4.824412206103052,1999.0,7.555277986606352,57.082225454898534,8.964216563051934,28.0,28.0,-18.0,-506413.0,-253.0,-253.33316658329164,1999.0,10.996250010112828,120.91751428490635,253.57170742297473,-221.0,293.0,-293.0,-49893.0,-19.0,-24.958979489744873,1999.0,64.88941852472804,4210.6366364773185,69.52400516114433,51.0,159.0,-159.0,-100096.0,-41.0,-50.07303651825913,1999.0,318.6191766956491,101518.17975821326,322.5298261314327,641.0,1429.0,-1429.0,22641.0,15.0,11.32616308154077,1999.0,38.8661286831455,1510.575958814825,40.48281028985614,124.0,124.0,-120.0,-11473.0,-6.0,-5.739369684842421,1999.0,29.872877333845878,892.3888002030029,30.419223602555853,157.0,157.0,-117.0
17,9895.0,5.0,4.949974987493747,1999.0,6.537420568023469,42.737867683216294,8.200007320730268,24.0,24.0,-19.0,-509105.0,-256.0,-254.67983991996,1999.0,10.394015901357186,108.03556655766603,254.89185241630244,-219.0,304.0,-304.0,-62954.0,-15.0,-31.492746373186595,1999.0,58.92134320221818,3471.7246847535826,66.80956337890137,37.0,164.0,-164.0,-90247.0,-45.0,-45.14607303651826,1999.0,338.96741307521006,114898.9071269001,341.9606337541191,774.0,1344.0,-1344.0,32560.0,18.0,16.28814407203602,1999.0,63.11621695672767,3983.6568429287177,65.18405081183678,198.0,248.0,-248.0,-10376.0,-6.0,-5.190595297648825,1999.0,28.726726301439168,825.2248039977968,29.19190099225761,130.0,130.0,-109.0
18,8977.0,5.0,4.4907453726863436,1999.0,6.921614245721921,47.90874376658064,8.250790129974488,33.0,33.0,-16.0,-514708.0,-258.0,-257.48274137068535,1999.0,10.348000669093915,107.08111784756811,257.69059591225056,-223.0,321.0,-321.0,-48223.0,-2.0,-24.123561780890444,1999.0,45.908463638384575,2107.5870336368785,51.860710240347814,19.0,137.0,-137.0,-94524.0,-40.0,-47.285642821410704,1999.0,334.9490937391424,112190.89539667283,338.27034663669065,689.0,1410.0,-1410.0,36398.0,17.0,18.208104052026012,1999.0,55.936903587422975,3128.937182948653,58.82577866988297,186.0,194.0,-194.0,-4128.0,-4.0,-2.065032516258129,1999.0,35.33663979416286,1248.6781119424145,35.396927426481774,138.0,138.0,-134.0
19,8639.0,2.0,4.321660830415207,1999.0,10.405586199493955,108.27622415509906,11.267341145463028,66.0,86.0,-86.0,-513658.0,-258.0,-256.95747873936966,1999.0,56.62556772613036,3206.4549203065767,263.12278654727,-50.0,1112.0,-1112.0,12369.0,-7.0,6.187593796898449,1999.0,45.66177641173873,2084.9978250756194,46.07910743570274,269.0,448.0,-448.0,-90162.0,-44.0,-45.103551775887944,1999.0,449.8732674440343,202385.9567607716,452.1286179214625,6544.0,6544.0,-2725.0,24643.0,16.0,12.327663831915958,1999.0,57.75907067480966,3336.1102452176565,59.059982566627845,293.0,293.0,-261.0,-8382.0,-4.0,-4.193096548274137,1999.0,49.340895759637,2434.5239943633646,49.51874446133013,215.0,589.0,-589.0
20,10761.0,4.0,5.383191595797899,1999.0,11.233936900657461,126.20133828795338,12.457130088628862,68.0,88.0,-88.0,-515798.0,-258.0,-258.0280140070035,1999.0,67.36419808176598,4537.935183199404,266.6765666413114,-15.0,1596.0,-1596.0,6006.0,-7.0,3.0045022511255626,1999.0,53.871899637242535,2902.1815705251324,53.95561698564989,620.0,664.0,-664.0,-95780.0,-45.0,-47.913956978489246,1999.0,564.6645053499478,318846.00360210123,566.6937011079598,9845.0,9845.0,-2520.0,43804.0,16.0,21.91295647823912,1999.0,60.2128409919659,3625.586220323769,64.0762349232613,524.0,524.0,-299.0,-11592.0,-5.0,-5.798899449724862,1999.0,43.89151183537646,1926.4648111949923,44.272926784017926,214.0,389.0,-389.0
21,11281.0,5.0,5.6433216608304155,1999.0,8.439902852057132,71.23196015216213,10.152784815988166,38.0,38.0,-31.0,-516416.0,-258.0,-258.33716858429216,1999.0,42.29957447998369,1789.2540011876874,261.7772844869025,-88.0,857.0,-857.0,-14145.0,-12.0,-7.076038019009505,1999.0,42.93737334916539,1843.6180301256181,43.51652955110375,166.0,368.0,-368.0,-98350.0,-48.0,-49.19959979989995,1999.0,455.53717382691065,207514.116738209,458.18633475768274,5313.0,5313.0,-2165.0,19721.0,14.0,9.865432716358178,1999.0,48.591943665539326,2361.1769891949475,49.58330113935475,325.0,325.0,-173.0,-10133.0,-4.0,-5.069034517258629,1999.0,35.70404215115251,1274.778625931275,36.06208170458874,150.0,205.0,-205.0
22,8911.0,2.0,4.457728864432216,1999.0,8.238508697410042,67.8730255573009,9.367196602297458,85.0,85.0,-24.0,-516710.0,-259.0,-258.4842421210605,1999.0,50.062208692615606,2506.224739182998,263.28753894569724,-49.0,1070.0,-1070.0,5177.0,-6.0,2.589794897448724,1999.0,40.667649855632725,1653.857744780344,40.75002800479032,333.0,462.0,-462.0,-98106.0,-44.0,-49.077538769384695,1999.0,438.0486877244971,191886.65281715395,440.78935743596895,6158.0,6158.0,-2572.0,33001.0,16.0,16.508754377188595,1999.0,61.100240736909164,3733.239418108254,63.29121889484036,387.0,440.0,-440.0,-6818.0,-4.0,-3.410705352676338,1999.0,40.96521670811345,1678.1489799426977,41.10695672201328,214.0,214.0,-208.0
23,7608.0,2.0,3.805902951475738,1999.0,8.455122099499512,71.48908971744503,9.272215862106359,45.0,45.0,-39.0,-517154.0,-258.0,-258.70635317658827,1999.0,45.90390940984093,2107.1688991068827,262.747304597091,-64.0,842.0,-842.0,-2511.0,4.0,-1.256128064032016,1999.0,37.0479109406744,1372.5477050681418,37.06919965121166,207.0,316.0,-316.0,-107688.0,-44.0,-53.870935467733865,1999.0,408.91841176990005,167214.26748441753,412.45162767600556,4680.0,4680.0,-2215.0,31956.0,16.0,15.985992996498249,1999.0,49.93295959713399,2493.300454129015,52.42949958003706,276.0,276.0,-237.0,-8348.0,-5.0,-4.176088044022011,1999.0,40.097218132374586,1607.7869019552295,40.3140994356398,187.0,420.0,-420.0
24,16464.0,9.0,8.236118059029515,1999.0,8.00764243124794,64.1223373067224,11.487209321196968,49.0,72.0,-72.0,-494579.0,-248.0,-247.41320660330166,1999.0,30.26766280006644,916.1314113785257,249.25775055774406,-95.0,605.0,-605.0,32105.0,-1.0,16.060530265132567,1999.0,70.71785025784865,5001.014345091506,72.51865261771447,233.0,233.0,-109.0,-89853.0,-47.0,-44.948974487243625,1999.0,373.7256076489877,139670.8298126051,376.4189688632336,2542.0,2542.0,-1284.0,49039.0,16.0,24.53176588294147,1999.0,88.26905221663382,7791.425579222828,91.61459008563145,306.0,402.0,-402.0,-15727.0,-6.0,-7.86743371685843,1999.0,41.751018056112656,1743.1475087218448,42.485809654648286,173.0,349.0,-349.0
25,16130.0,9.0,8.069034517258629,1999.0,5.465178012074354,29.868170703660986,9.745639473342536,32.0,32.0,-14.0,-501133.0,-244.0,-250.69184592296148,1999.0,22.805133755518202,520.0741256070758,251.72698651092006,-124.0,537.0,-537.0,1869.0,-3.0,0.9349674837418709,1999.0,68.94670112982047,4753.647596684787,68.95304025842835,128.0,141.0,-141.0,-99721.0,-45.0,-49.88544272136068,1999.0,350.06186315737136,122543.3080372102,353.5984522487568,1304.0,1486.0,-1486.0,34771.0,16.0,17.394197098549274,1999.0,42.72836930090744,1825.713543114729,46.13319451130508,147.0,147.0,-113.0,-7200.0,-4.0,-3.601800900450225,1999.0,24.757705643955692,612.9439887527556,25.01833244801179,86.0,98.0,-98.0
26,16524.0,10.0,8.266133066533266,1999.0,7.134960577012316,50.90766243551992,10.919552111197353,46.0,46.0,-15.0,-500633.0,-245.0,-250.44172086043022,1999.0,23.708954795791282,562.1145375088745,251.56146383149093,-102.0,540.0,-540.0,26661.0,11.0,13.337168584292145,1999.0,63.63607584744462,4049.5501492617245,65.01869127495226,121.0,121.0,-117.0,-88261.0,-37.0,-44.152576288144076,1999.0,362.166657184098,131164.68757590398,364.8481020490368,1484.0,1484.0,-1271.0,52598.0,19.0,26.31215607803902,1999.0,60.08074945880267,3609.6964555314175,65.58983162813047,244.0,244.0,-178.0,-17839.0,-4.0,-8.923961980990494,1999.0,32.22148868809748,1038.2243332771939,33.43443480478409,112.0,142.0,-142.0
27,16878.0,9.0,8.443221610805402,1999.0,6.818790272240496,46.49590077680161,10.85282875318564,42.0,42.0,-10.0,-500687.0,-247.0,-250.4687343671836,1999.0,26.176812462641944,685.2255107043266,251.83290572560827,-94.0,577.0,-577.0,14196.0,5.0,7.101550775387694,1999.0,66.55042202670292,4428.958671932264,66.92825035325272,135.0,135.0,-134.0,-93014.0,-41.0,-46.530265132566285,1999.0,392.5939759783216,154130.02997446698,395.3417452632265,1734.0,1734.0,-1623.0,35040.0,18.0,17.528764382191095,1999.0,68.16905131951678,4647.019557802913,70.38662613429689,227.0,227.0,-214.0,-11144.0,-4.0,-5.574787393696848,1999.0,38.857576356001054,1509.9112402624523,39.255439046677004,203.0,203.0,-164.0
28,20056.0,10.0,10.033016508254127,1999.0,8.276421934341268,68.49916003524525,13.006174698586248,52.0,52.0,-24.0,-495114.0,-240.0,-247.6808404202101,1999.0,23.012104783729274,529.5569665773357,248.7475742149839,-115.0,487.0,-487.0,32406.0,13.0,16.211105552776388,1999.0,70.56555962954789,4979.49820583128,72.40371640374917,113.0,139.0,-139.0,-91660.0,-42.0,-45.85292646323162,1999.0,403.1106553794259,162498.2004804303,405.71010752219723,1774.0,1774.0,-1563.0,44471.0,20.0,22.246623311655828,1999.0,74.59186738977664,5563.946680694024,77.83867245440875,364.0,364.0,-263.0,-19478.0,-7.0,-9.743871935967984,1999.0,52.892506462026596,2797.617239835525,53.78252764736955,204.0,246.0,-246.0
29,8369.0,5.0,4.186593296648324,1999.0,7.750402229402927,60.06873471753386,8.808876100222692,44.0,44.0,-40.0,-505954.0,-256.0,-253.10355177588795,1999.0,48.107899220137256,2314.369967374883,257.6349702368537,21.0,888.0,-888.0,38648.0,12.0,19.333666833416707,1999.0,51.37930652198797,2639.8331386803957,54.89648269157099,244.0,244.0,-181.0,-92438.0,-41.0,-46.242121060530266,1999.0,443.04122061980587,196285.5231682875,445.44792841415733,3468.0,3468.0,-2055.0,41797.0,18.0,20.90895447723862,1999.0,60.58170339508913,3670.1427862505534,64.08843236951417,252.0,259.0,-259.0,-16569.0,-6.0,-8.28864432216108,1999.0,49.718308309954175,2471.9101812036583,50.40448200212905,260.0,277.0,-277.0
30,9640.0,5.0,4.822411205602801,1999.0,11.029088737887124,121.6407983881886,12.037294057391472,117.0,117.0,-91.0,-510051.0,-257.0,-255.15307653826915,1999.0,51.68130278755127,2670.9570578185544,260.33449545683027,33.0,967.0,-967.0,12663.0,3.0,6.334667333666833,1999.0,51.7192903690202,2674.8849962750255,52.10578668922725,194.0,194.0,-186.0,-108158.0,-45.0,-54.10605302651326,1999.0,449.59615780268257,202136.70511093462,452.8401153663868,3357.0,3357.0,-2279.0,68674.0,16.0,34.35417708854427,1999.0,75.03197665043012,5629.7975200706915,82.52276657687715,296.0,296.0,-271.0,-15445.0,-3.0,-7.726363181590796,1999.0,59.859077965983026,3583.1092149376345,60.35566173070655,474.0,474.0,-408.0
31,11865.0,6.0,5.9354677338669335,1999.0,11.050538216135337,122.11439486626753,12.543690528948927,79.0,85.0,-85.0,-506467.0,-254.0,-253.36018009004502,1999.0,61.719988769234405,3809.357013674421,260.7695110033657,62.0,1166.0,-1166.0,36134.0,16.0,18.076038019009506,1999.0,53.44797998421223,2856.6865643927513,56.42189038713103,273.0,295.0,-295.0,-107271.0,-45.0,-53.66233116558279,1999.0,474.9134383482218,225542.77392373024,477.93558112977416,4044.0,4044.0,-2580.0,44400.0,16.0,22.211105552776388,1999.0,96.3373234871963,9280.879896676704,98.86462009512441,439.0,439.0,-421.0,-12164.0,-6.0,-6.085042521260631,1999.0,67.5926634736598,4568.768155463424,67.86601430722874,298.0,689.0,-689.0
32,7037.0,3.0,3.5202601300650325,1999.0,11.450284679517237,131.10901924198717,11.979200750689198,99.0,148.0,-148.0,-506079.0,-257.0,-253.16608304152075,1999.0,53.69990940728189,2883.6802703502826,258.79865894733007,-12.0,918.0,-918.0,35145.0,6.0,17.58129064532266,1999.0,52.582751383001735,2764.945743006571,55.44409367788314,284.0,284.0,-237.0,-96720.0,-41.0,-48.384192096048025,1999.0,467.90547361230267,218935.5322363533,470.4004275945554,3616.0,3616.0,-2382.0,30399.0,18.0,15.207103551775887,1999.0,85.04943758180458,7233.4068329812735,86.39828025728121,360.0,835.0,-835.0,-7944.0,-5.0,-3.9739869934967484,1999.0,85.25681606771879,7268.724686004833,85.34938346953254,294.0,1145.0,-1145.0
33,2268.0,-1.0,1.1345672836418208,1999.0,69.36049913402015,4810.878840120409,69.36977787943047,605.0,1348.0,-1348.0,-522036.0,-252.0,-261.14857428714356,1999.0,81.04960182318113,6569.037955696207,273.4366760474972,116.0,1487.0,-1487.0,-61908.0,-24.0,-30.969484742371186,1999.0,77.46167907518671,6000.311725147218,83.4231425346419,177.0,1174.0,-1174.0,-81537.0,-56.0,-40.78889444722361,1999.0,491.3906407713187,241464.7618376472,493.0806178992173,4434.0,5520.0,-5520.0,-8946.0,-5.0,-4.4752376188094045,1999.0,516.6860928275424,266964.5185213918,516.7054734305962,1765.0,2459.0,-2459.0,-28553.0,0.0,-14.283641820910455,1999.0,416.42467847615103,173409.51284396576,416.6695756443393,3315.0,3315.0,-2350.0
